snomed_concept_id,c,description
1078311000006103,0,
1132111000006105,0,
1026951000006103,0,
1076541000006109,0,
1011621000006104,0,
1117631000006100,0,
1135621000006101,0,
1011101000006101,0,
1120321000006102,0,
1082331000006104,0,
1135581000006101,0,
1063911000006101,0,
1060121000006100,0,
1878331000006105,0,
1578631000006101,0,
1118831000006102,0,
1056561000006106,0,
1964361000006109,0,
1106781000006109,0,
1016341000006108,0,
1136281000006107,0,
1060291000006107,0,
1714181000006106,0,
1893451000006109,0,
1029631000006107,0,
1112961000006100,0,
1956931000006104,0,
1068521000006106,0,
956271000000104,0,Aliskiren allergy (disorder)
1066761000006107,0,
1061531000006104,0,
1127281000006107,0,
1116771000006109,0,
1017481000006108,0,
1127671000006106,0,
1118591000006101,0,
1137201000006100,0,
1088051000006106,0,
1094031000006107,0,
1140481000006105,0,
1069421000006100,0,
1107691000006103,0,
1093351000006101,0,
1076171000006106,0,
1115871000006109,0,
1118001000006100,0,
1010361000006105,0,
1077251000006107,0,
1045521000006109,0,
1024451000006103,0,
1104771000006101,0,
40712008,0,Contact dermatitis caused by arnica (disorder)
1047381000006105,0,
1132411000006103,0,
1079751000006106,0,
1114741000006107,0,
1931671000006101,0,
1123791000006108,0,
1102551000006106,0,
1139181000006109,0,
293348006,0,Ethamsylate adverse reaction (disorder)
1038871000006104,0,
1010161000006107,0,
1057031000006108,0,
1663211000006100,0,
218606000,0,Adverse reaction caused by acetanilide (disorder)
1112171000006109,0,
1018601000006101,0,
1850541000006105,0,
1035561000006104,0,
1969331000006104,0,
12989941000006105,0,
1040211000006106,0,
218951002,0,Adverse reaction caused by pancreatin (disorder)
956151000000102,0,Prasugrel not tolerated (situation)
1080361000006107,0,
1051731000006101,0,
1081661000006107,0,
293222001,0,Nandrolone adverse reaction (disorder)
2004841000006109,0,
1745151000006108,0,
1711861000006109,0,
1121971000006108,0,
1991551000006100,0,
1107451000006107,0,
1027661000006106,0,
1010451000006101,0,
1089951000006101,0,
1127231000006106,0,
1111241000006102,0,
1086041000006108,0,
1567871000006108,0,
292051004,0,Dipipanone adverse reaction (disorder)
12802271000006107,0,
1114421000006105,0,
1126651000006104,0,
1099861000006106,0,
1078121000006109,0,
1138341000006109,0,
1075111000006108,0,
12510431000006105,0,
1029831000006106,0,
1093441000006106,0,
1071471000006107,0,
1861431000006104,0,
1064011000006104,0,
1140161000006108,0,
1068551000006102,0,
1057181000006105,0,
1055301000006106,0,
1120641000006104,0,
1115741000006108,0,
294649000,0,Allergy to influenza surface antigen vaccine (finding)
1698571000006100,0,
1019681000006104,0,
1127561000006100,0,
1079341000006108,0,
1071931000006101,0,
1071591000006107,0,
1139471000006100,0,
1025091000006103,0,
1073941000006105,0,
1898411000006102,0,
1017611000006104,0,
1969311000006105,0,
1023641000006100,0,
1010731000006102,0,
1710881000006109,0,
1054221000006107,0,
1010901000006108,0,
1063701000006102,0,
1102281000006101,0,
1977301000006108,0,
1631181000006109,0,
1088681000006107,0,
1092231000006106,0,
1132711000006109,0,
1040801000006107,0,
1108731000006107,0,
1977411000006101,0,
1059691000006105,0,
1969141000006106,0,
1909041000006108,0,
1010911000006106,0,
1932651000006103,0,
1601141000006107,0,
1138851000006101,0,
1094001000006104,0,
1136081000006100,0,
1629881000006102,0,
1140621000006109,0,
1664441000006103,0,
292349008,0,Triazolam adverse reaction (disorder)
1133631000006102,0,
1631211000006108,0,
1142341000006108,0,
1113671000006106,0,
1135121000006108,0,
1125051000006101,0,
1105081000006101,0,
1098581000006107,0,
1075231000006108,0,
1993151000006109,0,
1109311000006108,0,
292507004,0,Isoprenaline adverse reaction (disorder)
1025221000006109,0,
1071181000006103,0,
1025711000006106,0,
1093551000006109,0,
1072961000006103,0,
1757381000006105,0,
1013131000006105,0,
1128081000006104,0,
1053271000006105,0,
1011681000006100,0,
1108521000006100,0,
1140941000006106,0,
1036571000006103,0,
1567731000006102,0,
1030511000006109,0,
1056571000006104,0,
1143791000006106,0,
1928041000006108,0,
1033751000006106,0,
1023661000006101,0,
1099241000006108,0,
1137491000006106,0,
1708371000006102,0,
1133951000006101,0,
1045271000006107,0,
1781351000006104,0,
1048481000006102,0,
1060071000006100,0,
1912351000006104,0,
1074821000006105,0,
293041006,0,Sulfaguanidine adverse reaction (disorder)
1817771000006104,0,
1056751000006100,0,
1073111000006109,0,
1044101000006105,0,
1049721000006103,0,
1012071000006102,0,
1014581000006102,0,
1010891000006109,0,
1078781000006109,0,
1136611000006102,0,
1953991000006109,0,
292289004,0,Desipramine adverse reaction (disorder)
1044141000006107,0,
1861541000006105,0,
1096211000006101,0,
1091591000006102,0,
1116191000006109,0,
1073601000006103,0,
1106791000006107,0,
1912741000006100,0,
1726681000006101,0,
1674371000006108,0,
1136991000006103,0,
1142371000006100,0,
1135161000006102,0,
1016091000006102,0,
1104301000006106,0,
1051711000006107,0,
1727211000006108,0,
1078091000006105,0,
1106551000006105,0,
1780491000006107,0,
292213009,0,Lomustine adverse reaction (disorder)
1090851000006104,0,
1759551000006103,0,
1045421000006105,0,
1759061000006106,0,
1957331000006102,0,
1029341000006107,0,
1110501000006106,0,
1579001000006106,0,
1074321000006102,0,
1111331000006104,0,
1062911000006106,0,
1107631000006102,0,
1110781000006109,0,
1112391000006107,0,
1016601000006100,0,
1018701000006108,0,
1578261000006107,0,
1708991000006100,0,
1035551000006101,0,
200075005,0,Toxic reaction caused by local anesthetic during labor and delivery (disorder)
1018361000006108,0,
1109201000006102,0,
1104241000006101,0,
1107521000006104,0,
12589241000006106,0,
1641101000006101,0,
1067371000006101,0,
1602431000006102,0,
1110701000006100,0,
1849161000006106,0,
1078621000006102,0,
1037821000006104,0,
1078231000006101,0,
1849111000006108,0,
1045431000006108,0,
1710271000006105,0,
1712391000006101,0,
1964191000006103,0,
1034851000006103,0,
1056501000006105,0,
1090781000006102,0,
2005811000006109,0,
1949111000006101,0,
1711591000006104,0,
1076211000006108,0,
1064951000006102,0,
1022311000006104,0,
1051981000006103,0,
1020281000006102,0,
1076901000006103,0,
1102401000006106,0,
1101551000006100,0,
1118431000006104,0,
1036701000006103,0,
1077371000006106,0,
1660561000006107,0,
1016951000006109,0,
1579161000006106,0,
1698341000006104,0,
1120391000006100,0,
2004951000006102,0,
1910011000006103,0,
1040031000006105,0,
1034931000006100,0,
1051671000006108,0,
1706711000006106,0,
1849191000006103,0,
1140391000006103,0,
1095201000006109,0,
1102671000006102,0,
1105201000006104,0,
200824008,0,Contact dermatitis caused by poison oak (disorder)
1102181000006109,0,
1135881000006103,0,
1982971000006108,0,
1076861000006105,0,
1025881000006109,0,
1073221000006106,0,
1057491000006100,0,
1078221000006104,0,
1061851000006108,0,
1093661000006107,0,
1110871000006102,0,
197749002,0,Drug- and heavy-metal-induced tubulo-interstitial and tubular conditions (disorder)
1072431000006104,0,
1016071000006103,0,
1112531000006102,0,
1067721000006103,0,
1015291000006101,0,
1010441000006103,0,
1630591000006105,0,
1068191000006101,0,
1045261000006100,0,
1026081000006107,0,
1043861000006102,0,
2007761000006109,0,
1105781000006104,0,
1133671000006104,0,
1875211000006103,0,
1077351000006101,0,
1034361000006105,0,
1070841000006108,0,
1014271000006103,0,
1133521000006104,0,
292981005,0,Mecillinam adverse reaction (disorder)
1124621000006100,0,
1049361000006108,0,
1020911000006101,0,
1127811000006101,0,
435731000000101,0,"[X]Other psychotropic drugs causing adverse effects in therapeutic use, not elsewhere classified (disorder)"
1010641000006101,0,
1124291000006100,0,
1075591000006105,0,
1049631000006109,0,
1051741000006106,0,
1043221000006107,0,
1032591000006103,0,
1135571000006104,0,
1111771000006102,0,
1640561000006103,0,
1641201000006106,0,
1073721000006100,0,
1042391000006106,0,
1053861000006104,0,
1015251000006107,0,
1127091000006102,0,
1016351000006105,0,
1726771000006109,0,
1027221000006102,0,
1102811000006107,0,
1135681000006102,0,
1948701000006107,0,
1119511000006100,0,
1935101000006101,0,
1027361000006103,0,
1780871000006108,0,
1751261000006102,0,
1758671000006102,0,
1047981000006106,0,
1127731000006104,0,
1048951000006104,0,
1018151000006108,0,
1071301000006105,0,
1073291000006108,0,
1092131000006100,0,
1123981000006107,0,
1109011000006106,0,
1144021000006109,0,
1123731000006109,0,
1025441000006101,0,
1138021000006100,0,
1727921000006108,0,
1086211000006102,0,
1037581000006103,0,
1047451000006109,0,
1991271000006107,0,
1027111000006104,0,
1116941000006103,0,
1034721000006100,0,
1035151000006106,0,
1111081000006101,0,
1061621000006103,0,
1102231000006102,0,
1104521000006106,0,
1027281000006103,0,
1697071000006108,0,
1073151000006105,0,
1654251000006106,0,
1067101000006109,0,
1045581000006108,0,
1012301000006105,0,
1056051000006103,0,
1113791000006100,0,
1749121000006102,0,
1059531000006107,0,
1047311000006103,0,
1083351000006102,0,
1040851000006106,0,
1032611000006109,0,
1030171000006105,0,
1071081000006104,0,
1840211000006107,0,
1025071000006104,0,
1656951000006107,0,
1094561000006108,0,
1107571000006103,0,
956191000000105,0,Aliskiren adverse reaction (disorder)
1756831000006102,0,
1112291000006101,0,
1041671000006106,0,
1772231000006101,0,
1046681000006100,0,
1061381000006106,0,
1125411000006105,0,
1070021000006106,0,
1118561000006109,0,
1933261000006106,0,
293427005,0,Clofibrate adverse reaction (disorder)
1033781000006103,0,
1880211000006101,0,
1064391000006107,0,
1021731000006102,0,
1933231000006102,0,
1041791000006100,0,
1020971000006105,0,
1062841000006100,0,
1674161000006104,0,
1764171000006107,0,
1115791000006104,0,
1110461000006106,0,
1114281000006105,0,
1064371000006106,0,
1055411000006104,0,
1664881000006106,0,
1024581000006105,0,
1073801000006102,0,
1041381000006102,0,
1038841000006107,0,
1779381000006100,0,
1109301000006105,0,
1084441000006109,0,
1781541000006105,0,
1051481000006108,0,
1631221000006100,0,
1750731000006107,0,
1014551000006105,0,
1026481000006101,0,
1111821000006105,0,
1600951000006104,0,
1065781000006107,0,
1744971000006104,0,
1076071000006105,0,
1079101000006108,0,
1880301000006107,0,
2006431000006109,0,
1064481000006100,0,
1118201000006106,0,
1111661000006100,0,
1064851000006106,0,
1935241000006108,0,
1062351000006108,0,
1035951000006108,0,
1116721000006108,0,
1028671000006100,0,
1603441000006101,0,
1041271000006109,0,
1745591000006109,0,
1725061000006109,0,
1057571000006102,0,
1857501000006109,0,
1100491000006100,0,
1055631000006108,0,
1034631000006106,0,
1771281000006109,0,
1894841000006107,0,
1092321000006101,0,
1054511000006102,0,
1137351000006107,0,
1042701000006103,0,
1101081000006103,0,
1143691000006104,0,
1025321000006102,0,
1091071000006107,0,
1114711000006108,0,
1124991000006107,0,
1713531000006104,0,
1013241000006109,0,
1051201000006100,0,
956211000000109,0,Prasugrel adverse reaction (disorder)
1728961000006103,0,
1043401000006101,0,
1048291000006103,0,
1070571000006103,0,
1106591000006104,0,
1119341000006105,0,
1078721000006105,0,
1010561000006103,0,
1061911000006100,0,
1074001000006105,0,
1055401000006102,0,
1013911000006102,0,
1056231000006100,0,
1109121000006102,0,
1092461000006101,0,
1058681000006101,0,
1090181000006103,0,
1075131000006102,0,
1080931000006102,0,
1676021000006100,0,
293572000,0,Urokinase adverse reaction (disorder)
1016051000006108,0,
1601981000006103,0,
1079861000006103,0,
1640301000006109,0,
1065811000006109,0,
1024741000006109,0,
1838601000006105,0,
1133271000006101,0,
1894611000006107,0,
1084431000006104,0,
1039041000006108,0,
1011521000006103,0,
1028541000006107,0,
1085001000006104,0,
292174002,0,Trichloroethylene adverse reaction (disorder)
1779261000006100,0,
1054531000006108,0,
1069691000006100,0,
1096061000006106,0,
1015641000006108,0,
1128151000006106,0,
1579231000006108,0,
1026271000006103,0,
1127861000006103,0,
1012401000006101,0,
1116821000006101,0,
1756741000006100,0,
1656701000006105,0,
1037321000006107,0,
1048921000006108,0,
1127641000006103,0,
1602991000006109,0,
292143004,0,Cascara adverse reaction (disorder)
1032891000006100,0,
292969006,0,Ciclacillin adverse reaction (disorder)
1875261000006100,0,
1894561000006109,0,
1017391000006101,0,
1051921000006102,0,
1128821000006108,0,
1016571000006107,0,
1710621000006106,0,
1787781000006100,0,
1621851000006106,0,
1114261000006100,0,
1012771000006100,0,
1993071000006100,0,
2015041000006101,0,
1019261000006106,0,
1070551000006108,0,
1077781000006108,0,
1888511000006102,0,
1093971000006107,0,
1686911000006104,0,
1048101000006100,0,
1071201000006102,0,
1134541000006108,0,
1126011000006105,0,
1069671000006101,0,
1051061000006107,0,
1138231000006107,0,
1060931000006104,0,
1107001000006101,0,
1893501000006106,0,
1743471000006105,0,
1032721000006109,0,
2007971000006100,0,
1023621000006107,0,
1058351000006100,0,
1759141000006106,0,
1143841000006109,0,
1101841000006100,0,
1919511000006103,0,
1034401000006100,0,
1015731000006107,0,
1037141000006103,0,
1105091000006103,0,
1071431000006109,0,
292315000,0,Beclamide adverse reaction (disorder)
1112901000006101,0,
1037351000006103,0,
1144251000006109,0,
1069181000006108,0,
12802361000006105,0,
1759041000006107,0,
1757511000006109,0,
1063981000006108,0,
1724891000006109,0,
1020071000006106,0,
1011011000006102,0,
1035621000006109,0,
2010391000006103,0,
1078991000006109,0,
1022901000006103,0,
1697021000006107,0,
1062811000006104,0,
1083721000006105,0,
1758411000006109,0,
1125031000006108,0,
1063411000006105,0,
1120331000006104,0,
1092591000006108,0,
1118211000006109,0,
1109611000006101,0,
1133301000006104,0,
1064861000006108,0,
1109061000006109,0,
1964111000006108,0,
1711791000006107,0,
1125681000006100,0,
1118301000006103,0,
1120241000006102,0,
1961251000006104,0,
1602161000006103,0,
1112691000006104,0,
1038271000006100,0,
2010511000006102,0,
1110991000006109,0,
1047651000006106,0,
1042931000006108,0,
1122541000006101,0,
1881931000006105,0,
1578441000006109,0,
683641000000107,0,Adverse reaction to other antiprotozoal drugs (disorder)
1136811000006101,0,
1034921000006103,0,
1119261000006104,0,
1072761000006101,0,
1064601000006106,0,
1068731000006104,0,
1013331000006107,0,
1640151000006105,0,
1033031000006101,0,
293113005,0,Influenza surface antigen vaccine adverse reaction (disorder)
1037251000006109,0,
1107311000006101,0,
1042061000006100,0,
1054101000006107,0,
1053831000006108,0,
1050531000006104,0,
1840051000006104,0,
1144131000006108,0,
1024281000006107,0,
1660601000006107,0,
1053681000006105,0,
11989941000006109,0,
1029311000006108,0,
293066005,0,Diloxanide adverse reaction (disorder)
1107511000006107,0,
1010461000006104,0,
1140171000006101,0,
1124611000006108,0,
1058081000006105,0,
293073000,0,Capreomycin adverse reaction (disorder)
1566941000006108,0,
1041321000006101,0,
1126581000006108,0,
1063481000006103,0,
1890571000006107,0,
1092911000006108,0,
1989461000006104,0,
1022811000006107,0,
1660651000006106,0,
1133471000006102,0,
292338002,0,Amylobarbitone adverse reaction (disorder)
1028581000006101,0,
1933141000006103,0,
1871461000006101,0,
292913002,0,Niclosamide adverse reaction (disorder)
1041511000006103,0,
1027691000006103,0,
1127851000006100,0,
1126041000006109,0,
1999661000006103,0,
1084481000006103,0,
1781581000006104,0,
1017601000006102,0,
1071551000006101,0,
1111231000006107,0,
1749271000006108,0,
2013561000006106,0,
1119241000006103,0,
1043291000006109,0,
1075021000006101,0,
12509821000006104,0,
1062981000006104,0,
1135471000006103,0,
1015721000006109,0,
1861491000006100,0,
1932631000006105,0,
1088321000006104,0,
1027591000006102,0,
1019571000006101,0,
1093751000006100,0,
1083611000006105,0,
1039711000006107,0,
1101311000006107,0,
1708741000006106,0,
1896781000006100,0,
1041761000006108,0,
1047681000006103,0,
1044441000006102,0,
1062511000006101,0,
193549003,0,Steroid-induced glaucoma residual stage (disorder)
1089931000006108,0,
1067981000006102,0,
1119081000006102,0,
1961091000006102,0,
1094261000006106,0,
1014721000006105,0,
1059701000006105,0,
1126931000006100,0,
1084911000006101,0,
1130751000006109,0,
1063581000006104,0,
1109021000006103,0,
1103171000006104,0,
1088981000006104,0,
1087341000006107,0,
1091801000006106,0,
293268003,0,Adverse reaction caused by antidiuretic hormone (disorder)
1014731000006108,0,
307342006,0,Thrombocytopenia due to massive blood transfusion (disorder)
1110171000006105,0,
1014841000006105,0,
1025471000006109,0,
1142141000006105,0,
1054791000006104,0,
1037661000006109,0,
1027581000006100,0,
1033841000006102,0,
1708621000006107,0,
1133361000006103,0,
1824811000006102,0,
1054941000006106,0,
1042211000006105,0,
1045121000006101,0,
1071011000006106,0,
1764041000006103,0,
1919741000006109,0,
1977981000006103,0,
1050991000006105,0,
292910004,0,Anthelmintics adverse reaction (disorder)
1096241000006102,0,
49186001,0,Contact dermatitis caused by cereal (disorder)
218533007,0,Adverse reaction caused by acidifying agent (disorder)
1026861000006109,0,
1108051000006103,0,
1066661000006103,0,
1046171000006107,0,
1663311000006109,0,
1012561000006104,0,
1057641000006106,0,
1781431000006104,0,
1579031000006103,0,
1056181000006107,0,
1143821000006102,0,
1025791000006101,0,
1118921000006109,0,
1069661000006108,0,
1771831000006109,0,
1015621000006101,0,
1710101000006109,0,
1838351000006100,0,
1065331000006107,0,
1064061000006101,0,
1934891000006104,0,
1849361000006109,0,
293082006,0,Clofazimine adverse reaction (disorder)
1038561000006109,0,
1124691000006103,0,
1143891000006100,0,
1119761000006105,0,
1138951000006105,0,
1135701000006104,0,
1033441000006100,0,
1085151000006101,0,
1061871000006103,0,
1060621000006107,0,
1121201000006109,0,
1057651000006108,0,
292970007,0,Mezlocillin adverse reaction (disorder)
1018591000006109,0,
1071111000006105,0,
1091131000006105,0,
1023951000006106,0,
1093171000006109,0,
1037361000006101,0,
1674381000006106,0,
1043421000006106,0,
1957121000006102,0,
1710081000006101,0,
1109281000006106,0,
12607221000006101,0,
13032031000006100,0,
1119491000006106,0,
1961121000006103,0,
1056201000006108,0,
77889005,0,Paralytic shellfish poisoning (disorder)
1101141000006108,0,
1037261000006106,0,
1015121000006108,0,
1036141000006100,0,
1062441000006103,0,
1711561000006107,0,
1058771000006109,0,
1029641000006102,0,
1119911000006105,0,
1713841000006106,0,
1078931000006105,0,
1980501000006107,0,
1030461000006106,0,
1010211000006103,0,
1119391000006101,0,
1027071000006107,0,
1056431000006101,0,
1120171000006103,0,
1055761000006108,0,
292439009,0,Practolol adverse reaction (disorder)
1630771000006103,0,
1070071000006107,0,
1850801000006105,0,
1035801000006103,0,
1744221000006108,0,
1051311000006106,0,
1124441000006105,0,
1119541000006101,0,
1064871000006101,0,
1621981000006105,0,
2019311000006100,0,
2017611000006100,0,
1110571000006100,0,
1744991000006103,0,
1048431000006103,0,
1102981000006107,0,
292614006,0,Xanthine adverse reaction (disorder)
1037081000006108,0,
293567009,0,Antivaricose agent adverse reaction (disorder)
1135971000006107,0,
1030471000006104,0,
1112571000006104,0,
1994601000006100,0,
1083731000006108,0,
1107661000006106,0,
1088061000006108,0,
1087101000006107,0,
1745741000006105,0,
1138451000006104,0,
1060211000006102,0,
1032661000006107,0,
1028031000006105,0,
1071761000006107,0,
1031481000006107,0,
1040671000006100,0,
1069751000006101,0,
1112581000006101,0,
1059251000006102,0,
1055741000006109,0,
1129151000006104,0,
1676261000006103,0,
1042921000006105,0,
1758371000006108,0,
1048991000006105,0,
1132781000006102,0,
1110451000006109,0,
1040821000006102,0,
1071921000006104,0,
1092281000006107,0,
1085961000006102,0,
1127181000006104,0,
1032731000006107,0,
1131681000006100,0,
1112441000006106,0,
1103761000006105,0,
1123501000006107,0,
1674151000006101,0,
292448004,0,Phentolamine adverse reaction (disorder)
1630001000006106,0,
1097871000006108,0,
1745681000006105,0,
1019201000006105,0,
1118441000006109,0,
1042181000006106,0,
1630641000006100,0,
1824741000006105,0,
1639191000006106,0,
1138051000006109,0,
1076631000006100,0,
1917781000006108,0,
1729121000006100,0,
1133701000006103,0,
1673821000006102,0,
1803951000006100,0,
1030181000006108,0,
1759251000006100,0,
292137001,0,Danthron adverse reaction (disorder)
1957041000006105,0,
1048051000006100,0,
1068911000006108,0,
1055491000006109,0,
1100871000006104,0,
1114571000006105,0,
1021311000006107,0,
1127211000006100,0,
1133691000006103,0,
1121821000006103,0,
292049003,0,Dextromoramide adverse reaction (disorder)
1745211000006101,0,
1014501000006106,0,
1123771000006107,0,
1016171000006102,0,
1839981000006104,0,
1948401000006102,0,
1857181000006106,0,
1949171000006105,0,
1044091000006104,0,
2016301000006107,0,
1043621000006109,0,
1082571000006108,0,
1106041000006101,0,
1035311000006108,0,
11639951000006102,0,
1021641000006101,0,
1878131000006108,0,
1602151000006100,0,
292208005,0,Estramustine adverse reaction (disorder)
1109141000006109,0,
1057311000006100,0,
1054921000006104,0,
1121941000006100,0,
1084611000006107,0,
1124201000006107,0,
1051321000006103,0,
1017521000006108,0,
1709881000006101,0,
1674681000006104,0,
1020391000006105,0,
1621971000006107,0,
15765005,0,Septic shock due to transfusion (disorder)
1566751000006107,0,
1015341000006103,0,
292334000,0,Chlormezanone adverse reaction (disorder)
1059421000006105,0,
1115821000006108,0,
1019601000006108,0,
1036231000006104,0,
1023931000006104,0,
1109271000006108,0,
1848911000006101,0,
1764071000006106,0,
1056581000006101,0,
1074211000006101,0,
1839851000006103,0,
1674011000006101,0,
1011791000006109,0,
11640041000006108,0,
1055581000006105,0,
1140021000006103,0,
1759161000006105,0,
2003211000006109,0,
1090601000006104,0,
1086171000006104,0,
1064451000006108,0,
1896251000006101,0,
1694871000006106,0,
1043531000006108,0,
1804721000006109,0,
1029431000006109,0,
1890881000006108,0,
1019191000006107,0,
1579091000006104,0,
1068231000006106,0,
1140651000006100,0,
1103861000006100,0,
1091531000006101,0,
1640031000006104,0,
1047411000006108,0,
1074541000006100,0,
1010351000006108,0,
1048281000006101,0,
1133501000006109,0,
1714011000006103,0,
954881000006101,0,
1057201000006106,0,
1010421000006105,0,
1134181000006108,0,
1130051000006106,0,
1115231000006105,0,
219009004,0,Adverse reaction caused by oxytocic agents (disorder)
1114841000006100,0,
1091741000006101,0,
1092011000006107,0,
292639002,0,Bromine complexes adverse reaction (disorder)
1134131000006107,0,
1082781000006104,0,
1112591000006103,0,
1073341000006106,0,
1052231000006101,0,
11640101000006105,0,
1759091000006103,0,
1043111000006105,0,
1838771000006109,0,
1045611000006100,0,
1033851000006100,0,
1072491000006100,0,
2003341000006101,0,
1109391000006103,0,
1063831000006102,0,
1134971000006108,0,
1012031000006100,0,
1057991000006106,0,
1578301000006103,0,
1074861000006104,0,
1745621000006106,0,
1097731000006102,0,
1849451000006100,0,
1109751000006105,0,
1068531000006109,0,
1103631000006105,0,
1132071000006102,0,
1076131000006108,0,
1057281000006102,0,
1057251000006105,0,
1915171000006104,0,
1928541000006101,0,
1054711000006109,0,
1013521000006104,0,
1017471000006105,0,
1049321000006102,0,
1069151000006100,0,
1104031000006101,0,
1137481000006108,0,
1119031000006103,0,
1017491000006106,0,
1728251000006105,0,
1028511000006108,0,
1806961000006105,0,
1686861000006109,0,
1035111000006105,0,
1663131000006100,0,
1102341000006100,0,
1043911000006107,0,
1098461000006103,0,
1743981000006103,0,
1140701000006106,0,
1082641000006104,0,
1049581000006106,0,
1060321000006103,0,
1070311000006101,0,
1139771000006107,0,
1029471000006107,0,
1090991000006102,0,
1676121000006104,0,
1117761000006100,0,
1036021000006106,0,
1102641000006105,0,
1779271000006107,0,
1012181000006103,0,
2005601000006105,0,
1850681000006100,0,
1060431000006107,0,
1861371000006109,0,
1969221000006109,0,
1056211000006106,0,
1933101000006100,0,
1089811000006109,0,
1771861000006100,0,
1071671000006105,0,
1896341000006105,0,
1044491000006106,0,
1969511000006104,0,
1100831000006102,0,
1073521000006109,0,
1708551000006104,0,
2013521000006100,0,
1728441000006109,0,
1077851000006106,0,
1054971000006103,0,
1881031000006106,0,
686121000000102,0,Adverse reaction to other anticonvulsant (disorder)
1013071000006107,0,
1092041000006106,0,
1727931000006106,0,
1729171000006104,0,
1759241000006102,0,
200061003,0,Obstetric anesthesia with central nervous system complications (disorder)
1044521000006108,0,
1053281000006108,0,
1086731000006101,0,
1629941000006103,0,
1065981000006109,0,
1104441000006100,0,
1016821000006109,0,
1695901000006107,0,
293223006,0,Stanozolol adverse reaction (disorder)
1129051000006103,0,
1713871000006103,0,
1060351000006107,0,
1083891000006101,0,
1041711000006105,0,
1034421000006105,0,
1025571000006108,0,
1052041000006101,0,
1054441000006104,0,
1698301000006101,0,
1806811000006100,0,
1124311000006101,0,
1063431000006104,0,
1025861000006104,0,
2010431000006109,0,
1136371000006100,0,
1055451000006103,0,
1114331000006101,0,
1060561000006102,0,
1119181000006101,0,
1894801000006105,0,
1076511000006105,0,
1088991000006101,0,
1029071000006102,0,
1119561000006102,0,
1051511000006100,0,
1751071000006103,0,
1747011000006103,0,
1033701000006107,0,
1912731000006105,0,
1045381000006100,0,
1991231000006109,0,
1014971000006108,0,
1133621000006100,0,
1578951000006100,0,
1096121000006104,0,
1876221000006101,0,
1030411000006108,0,
1057551000006107,0,
1137051000006105,0,
1772431000006102,0,
1566561000006101,0,
1057791000006109,0,
1094451000006105,0,
1980151000006101,0,
1104401000006102,0,
1978541000006100,0,
1031371000006101,0,
1033091000006102,0,
1098981000006103,0,
1139451000006105,0,
1034671000006109,0,
1578381000006107,0,
1111641000006104,0,
1138431000006106,0,
1630181000006101,0,
1026021000006108,0,
1069411000006108,0,
1011831000006102,0,
1055191000006101,0,
1038331000006106,0,
1727401000006106,0,
292592004,0,Diphenylpyraline adverse reaction (disorder)
1075191000006103,0,
1091421000006103,0,
1839901000006108,0,
1071521000006105,0,
1757461000006106,0,
1037071000006105,0,
1063181000006105,0,
1054541000006103,0,
1013951000006101,0,
1050541000006109,0,
1120291000006106,0,
1042601000006105,0,
1888481000006105,0,
1978211000006101,0,
1037381000006106,0,
1020611000006107,0,
1075181000006101,0,
292545003,0,Oxitropium adverse reaction (disorder)
1138471000006109,0,
1135271000006102,0,
1090281000006106,0,
1121931000006105,0,
1969551000006103,0,
1059201000006101,0,
1010871000006108,0,
1037511000006105,0,
1106481000006101,0,
1062091000006100,0,
1057131000006109,0,
1115591000006107,0,
1137751000006108,0,
1132621000006109,0,
1056291000006101,0,
1057941000006102,0,
1077551000006109,0,
1047051000006104,0,
1989391000006102,0,
200068009,0,Obstetric toxic reaction caused by local anesthesia (disorder)
1140801000006103,0,
1023611000006104,0,
1602631000006104,0,
1772461000006106,0,
1114061000006108,0,
1035681000006108,0,
292367001,0,Dichloralphenazone adverse reaction (disorder)
1059211000006103,0,
1112001000006102,0,
1838421000006103,0,
1029171000006101,0,
1025611000006103,0,
1077871000006101,0,
1125551000006107,0,
1062901000006108,0,
1014411000006108,0,
218796003,0,Adverse reaction caused by psilocybin (disorder)
1119291000006107,0,
2013801000006107,0,
1049301000006107,0,
1013741000006101,0,
1991101000006106,0,
1057611000006107,0,
1025721000006103,0,
1032561000006106,0,
1994481000006106,0,
1133061000006100,0,
1102731000006109,0,
1127471000006108,0,
1038941000006102,0,
1918051000006104,0,
1016871000006105,0,
1727341000006100,0,
1092711000006105,0,
1026231000006101,0,
1019581000006103,0,
1106571000006100,0,
1621331000006108,0,
1142381000006102,0,
1110021000006108,0,
1050691000006101,0,
1085741000006104,0,
1042681000006101,0,
1127791000006100,0,
1133611000006108,0,
1933361000006101,0,
1044591000006105,0,
1121891000006101,0,
1140471000006107,0,
1015141000006101,0,
1014541000006108,0,
2014371000006108,0,
1136381000006102,0,
1040681000006102,0,
1123001000006104,0,
1096491000006105,0,
1101211000006103,0,
1023031000006103,0,
1024831000006107,0,
11966281000006101,0,
1076011000006101,0,
1027601000006105,0,
293461007,0,Polythiazide adverse reaction (disorder)
1044541000006101,0,
1567091000006100,0,
1134671000006101,0,
1137941000006109,0,
1027631000006102,0,
1604251000006103,0,
1078631000006104,0,
1983031000006102,0,
1019121000006105,0,
1763961000006101,0,
1028571000006104,0,
1696441000006108,0,
1116261000006108,0,
1898261000006100,0,
218950001,0,Adverse reaction caused by digestant (disorder)
1630451000006100,0,
1099761000006101,0,
